編號,案類,發生(現)日期,發生時段,發生(現)地點
1539,住宅竊盜,1060528,19~21,台北市信義區吳興街350巷1 ~ 30號
1540,住宅竊盜,1060528,22~24,台北市中正區河堤里金門街1 ~ 30號
1541,住宅竊盜,1060529,19~21,台北市中山區松江路362巷1 ~ 30號
1542,住宅竊盜,1060530,10~12,台北市中山區建國北路2段258巷1 ~ 30號
1543,住宅竊盜,1060530,19~21,台北市北投區奇岩里公館路130巷1弄1 ~ 30號
1544,住宅竊盜,1060531,07~09,台北市萬華區西園路320巷36弄1 ~ 30號
1545,住宅竊盜,1060531,16~18,台北市大安區敦安里敦化南路1段295巷31 ~ 60號
1546,住宅竊盜,1060601,07~09,台北市南港區玉成街201巷1 ~ 30號
1547,住宅竊盜,1060601,13~15,台北市中正區幸福里杭州南路1段6巷1 ~ 30號
1548,住宅竊盜,1060601,22~24,台北市松山區撫遠街400巷31 ~ 60號
1549,住宅竊盜,1060602,07~09,台北市大同區至聖里大龍街271 ~ 300號
1550,住宅竊盜,1060602,13~15,台北市北投區桃源里中央北路3段236巷1 ~ 30號
1551,住宅竊盜,1060602,16~18,台北市大安區誠安里復興南路1段61 ~ 90號
1552,住宅竊盜,1060603,07~09,台北市中正區南門里延平南路181 ~ 210號
1553,住宅竊盜,1060604,16~18,台北市大安區龍淵里辛亥路2段181 ~ 210號
1554,住宅竊盜,1060606,07~09,台北市士林區天祿里士東路89巷16弄1 ~ 30號
1555,住宅竊盜,1060606,07~09,台北市士林區蘭雅里5鄰士東路120巷22弄1 ~ 30號
1556,住宅竊盜,1060607,01~03,台北市北投區清江里崇仁路1段131巷10弄1 ~ 30號
1557,住宅竊盜,1060607,10~12,台北市南港區南港路3段16巷1弄1 ~ 30號
1558,住宅竊盜,1060607,13~15,台北市大同區寧夏路91 ~ 120號
1559,住宅竊盜,1060608,16~18,台北市信義區雅祥里松信路31 ~ 60號
1560,住宅竊盜,1060610,19~21,台北市文山區萬美里010鄰萬美街1段91 ~ 120號
1561,住宅竊盜,1060615,07~09,台北市信義區忠孝東路4段553巷16弄1 ~ 30號
1562,住宅竊盜,1060616,13~15,台北市中山區朱崙街31 ~ 60號
1563,住宅竊盜,1060616,19~21,台北市中山區龍江路120巷1 ~ 30號
1564,住宅竊盜,1060617,01~03,台北市南港區南港路2段151 ~ 180號
1565,住宅竊盜,1060619,04~06,台北市信義區安康里松仁路121 ~ 150號
1566,住宅竊盜,1060619,07~09,台北市大安區錦安里潮州街91 ~ 120號
1567,住宅竊盜,1060619,10~12,台北市北投區湖山里紗帽路1 ~ 30號
1568,住宅竊盜,1060619,13~15,台北市士林區陽明里光華路26巷1 ~ 30號
1569,住宅竊盜,1060619,19~21,台北市士林區社新里延平北路6段261巷1 ~ 30號
1570,住宅竊盜,1060619,22~24,台北市信義區景新里吳興街91 ~ 120號
1571,住宅竊盜,1060620,13~15,台北市大同區延平里民生西路301 ~ 330號
1572,住宅竊盜,1060620,22~24,台北市中山區天津街61 ~ 90號
1573,住宅竊盜,1060621,07~09,台北市大同區星明里重慶北路2段97巷1 ~ 30號
1574,住宅竊盜,1060621,10~12,台北市北投區一德里中央北路4段481 ~ 510號
1575,住宅竊盜,1060622,04~06,台北市大同區隆和里延平北路3段66巷1 ~ 30號
1576,住宅竊盜,1060623,13~15,台北市信義區雅祥里永吉路61 ~ 90號
1577,住宅竊盜,1060624,01~03,台北市士林區天母里中山北路7段141巷1 ~ 30號
1578,住宅竊盜,1060624,04~06,台北市中山區吉林路301 ~ 330號
1579,住宅竊盜,1060624,04~06,台北市北投區福興里自強街5巷137弄1 ~ 30號
1580,住宅竊盜,1060624,13~15,台北市士林區福佳里美崙街62巷1 ~ 30號
1581,住宅竊盜,1060624,19~21,台北市北投區清江里新市街24巷61 ~ 90號
1582,住宅竊盜,1060625,01~03,台北市士林區舊佳里19鄰文林路421 ~ 450號
1583,住宅竊盜,1060625,22~24,台北市中山區龍江路394巷31 ~ 60號
1584,住宅竊盜,1060626,13~15,台北市大安區通化里通化街19巷1 ~ 30號
1585,住宅竊盜,1060626,22~24,台北市文山區萬年里公館街1 ~ 30號
1586,住宅竊盜,1060629,01~03,台北市大同區朝陽里重慶北路2段16巷1 ~ 30號
1587,住宅竊盜,1060629,01~03,台北市士林區蘭興里文林路661巷39弄1 ~ 30號
1588,住宅竊盜,1060629,19~21,台北市內湖區民權東路6段241 ~ 270號
1589,住宅竊盜,1060630,04~06,台北市松山區南京東路3段303巷7弄1 ~ 30號
1590,住宅竊盜,1060630,10~12,台北市內湖區安康路93巷4弄1 ~ 30號
1591,住宅竊盜,1060630,13~15,台北市萬華區西寧南路90巷1 ~ 30號
1592,住宅竊盜,1060701,13~15,台北市大安區大學里溫州街61 ~ 90號
1593,住宅竊盜,1060702,16~18,台北市士林區三玉里忠誠路2段181 ~ 210號
1594,住宅竊盜,1060703,10~12,台北市北投區八仙里大度路怡和巷3弄1 ~ 30號
1595,住宅竊盜,1060705,22~24,台北市內湖區內湖路2段235巷1 ~ 30號
1596,住宅竊盜,1060706,13~15,台北市萬華區和平西路3段51巷1 ~ 30號
1597,住宅竊盜,1060706,16~18,台北市南港區福德街309巷31 ~ 60號
1598,住宅竊盜,1060707,01~03,台北市士林區天福里天母東路8巷1 ~ 30號
1599,住宅竊盜,1060707,10~12,台北市南港區百福里福德街309巷31 ~ 60號
1600,住宅竊盜,1060707,13~15,台北市松山區民權東路3段106巷1 ~ 30號
1601,住宅竊盜,1060708,19~21,台北市內湖區星雲街151 ~ 180號
1602,住宅竊盜,1060708,22~24,台北市中正區龍福里南昌路1段51巷1 ~ 30號
1603,住宅竊盜,1060710,10~12,台北市北投區中央里中央南路1段196巷1 ~ 30號
1604,住宅竊盜,1060710,13~15,台北市士林區永倫里倫等街30巷1 ~ 30號
1605,住宅竊盜,1060711,13~15,台北市士林區承德里後港街20巷1 ~ 30號
1606,住宅竊盜,1060712,10~12,台北市大安區龍坡里溫州街18巷1 ~ 30號
1607,住宅竊盜,1060712,13~15,台北市中山區龍江路298巷1 ~ 30號
1608,住宅竊盜,1060714,01~03,台北市信義區三張里松智路39巷1 ~ 30號
1609,住宅竊盜,1060714,19~21,台北市松山區三民路74巷1 ~ 30號
1610,住宅竊盜,1060715,22~24,台北市中山區林森北路159巷31 ~ 60號
1611,住宅竊盜,1060715,22~24,台北市文山區樟林里002鄰光輝路30巷1 ~ 30號
1612,住宅竊盜,1060715,22~24,台北市信義區松山路515巷2弄1 ~ 30號
1613,住宅竊盜,1060716,13~15,台北市內湖區內湖路2段451 ~ 480號
1614,住宅竊盜,1060716,16~18,台北市士林區天壽里中山北路7段30巷16弄1 ~ 30號
1615,住宅竊盜,1060717,07~09,台北市大安區福住里永康街23巷45弄1 ~ 30號
1616,住宅竊盜,1060717,07~09,台北市南港區合成里21鄰忠孝東路6段269巷2弄1 ~ 30號
1617,住宅竊盜,1060717,07~09,台北市內湖區環山路1段59巷10弄1 ~ 30號
1618,住宅竊盜,1060717,10~12,台北市內湖區江南街121 ~ 150號
1619,住宅竊盜,1060719,22~24,台北市中山區林森北路107巷61 ~ 90號
1620,住宅竊盜,1060720,01~03,台北市士林區福安里延平北路7段106巷132弄1 ~ 30號
1621,住宅竊盜,1060720,10~12,台北市中正區河堤里金門街1 ~ 30號
1622,住宅竊盜,1060722,04~06,台北市士林區福華里承德路4段40巷121 ~ 150號
1623,住宅竊盜,1060722,04~06,台北市士林區三玉里德行東路129巷1 ~ 30號
1624,住宅竊盜,1060723,07~09,台北市萬華區大理街160巷19弄1 ~ 30號
1625,住宅竊盜,1060723,22~24,台北市北投區中央里大業路280巷1 ~ 30號
1626,住宅竊盜,1060725,10~12,台北市信義區永春里松山路287巷1 ~ 30號
1627,住宅竊盜,1060725,13~15,台北市北投區泉源里登山路31 ~ 60號
1628,住宅竊盜,1060725,16~18,台北市大安區福住里新生南路2段16巷1 ~ 30號
1629,住宅竊盜,1060726,01~03,台北市士林區蘭雅里士東路46巷31 ~ 60號
1630,住宅竊盜,1060727,04~06,台北市內湖區五分街72巷1 ~ 30號
1631,住宅竊盜,1060727,16~18,台北市信義區松友里松德路307巷1 ~ 30號
1632,住宅竊盜,1060731,10~12,台北市松山區延壽街91 ~ 120號
1633,住宅竊盜,1060731,19~21,台北市士林區名山里5鄰雨聲街61 ~ 90號
1634,住宅竊盜,1060801,22~24,台北市大安區信義路4段99巷31 ~ 60號
1635,住宅竊盜,1060802,04~06,台北市松山區八德路4段601 ~ 630號
1636,住宅竊盜,1060804,07~09,台北市北投區中心里中和街1 ~ 30號
1637,住宅竊盜,1060804,10~12,台北市大安區福住里新生南路2段1 ~ 30號
1638,住宅竊盜,1060804,19~21,台北市內湖區民權東路6段190巷75弄1 ~ 30號
1639,住宅竊盜,1060806,04~06,台北市內湖區民權東路6段206巷61 ~ 90號
1640,住宅竊盜,1060807,10~12,台北市中正區河堤里金門街1 ~ 30號
1641,住宅竊盜,1060807,10~12,台北市大安區民炤里仁愛路3段24巷1 ~ 30號
1642,住宅竊盜,1060807,22~24,台北市士林區承德里9鄰後港街20巷1 ~ 30號
1643,住宅竊盜,1060808,01~03,台北市北投區秀山里中和街502巷14弄1 ~ 30號
1644,住宅竊盜,1060808,04~06,台北市萬華區中華路1段61 ~ 90號
1645,住宅竊盜,1060809,16~18,台北市大同區建功里延平北路1段31 ~ 60號
1646,住宅竊盜,1060810,22~24,台北市大安區民輝里建國南路1段31 ~ 60號
1647,住宅竊盜,1060811,01~03,台北市大同區永樂里甘谷街1 ~ 30號
1648,住宅竊盜,1060811,19~21,台北市松山區三民路61 ~ 90號
1649,住宅竊盜,1060812,19~21,台北市南港區玉成街225巷1 ~ 30號
1650,住宅竊盜,1060814,01~03,台北市內湖區民權東路6段296巷31 ~ 60號
1651,住宅竊盜,1060814,07~09,台北市文山區萬興里017鄰指南路2段45巷24弄1 ~ 30號
1652,住宅竊盜,1060815,13~15,台北市文山區興昌里9鄰辛亥路4段77巷61 ~ 90號
1653,住宅竊盜,1060815,19~21,台北市中正區頂東里南昌路2段202巷1 ~ 30號
1654,住宅竊盜,1060815,19~21,台北市大同區延平里重慶北路2段91 ~ 120號
1655,住宅竊盜,1060816,01~03,台北市北投區秀山里秀山路60巷1 ~ 30號
1656,住宅竊盜,1060817,13~15,台北市士林區德行里中山北路5段811巷1 ~ 30號
1657,住宅竊盜,1060817,19~21,台北市信義區雅祥里基隆路1段35巷7弄31 ~ 60號
1658,住宅竊盜,1060818,04~06,台北市士林區天祿里士東路91巷26弄1 ~ 30號
1659,住宅竊盜,1060818,10~12,台北市中山區北安路825之1 ~ 30號
1660,住宅竊盜,1060818,13~15,台北市北投區清江里崇仁路1段136巷1弄1 ~ 30號
1661,住宅竊盜,1060818,16~18,台北市松山區新東街1 ~ 30號
1662,住宅竊盜,1060819,04~06,台北市北投區開明里西園街121 ~ 150號
1663,住宅竊盜,1060819,13~15,台北市士林區天福里天母東路22巷1 ~ 30號
1664,住宅竊盜,1060820,10~12,台北市松山區新中街1 ~ 30號
1665,住宅竊盜,1060821,01~03,台北市文山區明義里015鄰興隆路4段107巷1 ~ 30號
1666,住宅竊盜,1060821,19~21,台北市大安區大學里1鄰新生南路3段31 ~ 60號
1667,住宅竊盜,1060822,16~18,台北市大同區建泰里南京西路1 ~ 30號
1668,住宅竊盜,1060823,16~18,台北市文山區萬年里汀州路4段85巷6弄1 ~ 30號
1669,住宅竊盜,1060824,13~15,台北市大安區龍淵里辛亥路2段171巷1 ~ 30號
1670,住宅竊盜,1060825,16~18,台北市內湖區康寧路1段156巷20弄1 ~ 30號
1671,住宅竊盜,1060825,22~24,台北市中正區水源里羅斯福路4段90巷1 ~ 30號
1672,住宅竊盜,1060827,10~12,台北市士林區天祿里3鄰士東路91巷26弄1 ~ 30號
1673,住宅竊盜,1060830,07~09,台北市大安區住安里復興南路2段1 ~ 30號
1674,住宅竊盜,1060830,13~15,台北市大安區民炤里信義路3段31 ~ 60號
1675,住宅竊盜,1060830,16~18,台北市內湖區大湖山莊街168巷1 ~ 30號
1676,住宅竊盜,1060901,13~15,台北市南港區研究院路2段61 ~ 90號
1677,住宅竊盜,1060901,13~15,台北市中正區永昌里中華路2段443巷33弄1 ~ 30號
1678,住宅竊盜,1060901,13~15,台北市松山區光復北路121 ~ 150號
1679,住宅竊盜,1060901,16~18,台北市大安區通安里12鄰樂利路5巷15弄1 ~ 30號
1680,住宅竊盜,1060902,22~24,台北市萬華區漢口街2段31 ~ 60號
1681,住宅竊盜,1060903,04~06,台北市萬華區中華路2段504巷1 ~ 30號
1682,住宅竊盜,1060903,10~12,台北市大安區芳和里樂業街61 ~ 90號
1683,住宅竊盜,1060904,22~24,台北市信義區泰和里吳興街583巷4弄1 ~ 30號
1684,住宅竊盜,1060905,19~21,台北市萬華區成都路133巷1 ~ 30號
1685,住宅竊盜,1060907,01~03,台北市大同區永樂里西寧北路61 ~ 90號
1686,住宅竊盜,1060909,13~15,台北市中山區民族東路541 ~ 570號
1687,住宅竊盜,1060909,22~24,台北市中正區東門里徐州路18巷1 ~ 30號
1688,住宅竊盜,1060910,04~06,台北市士林區天祿里士東路89巷1 ~ 30號
1689,住宅竊盜,1060911,19~21,台北市松山區八德路3段151 ~ 180號
1690,住宅竊盜,1060911,19~21,台北市士林區明勝里承德路4段10巷91 ~ 120號
1691,住宅竊盜,1060912,16~18,台北市南港區南港里重陽路301 ~ 330號
1692,住宅竊盜,1060912,22~24,台北市信義區松友里虎林街272巷1 ~ 30號
1693,住宅竊盜,1060913,10~12,台北市大安區大安路1段31巷1 ~ 30號
1694,住宅竊盜,1060913,22~24,台北市萬華區和平西路3段361 ~ 390號
1695,住宅竊盜,1060915,19~21,台北市大安區新龍里2鄰瑞安街208巷24弄1 ~ 30號
1696,住宅竊盜,1060915,22~24,台北市文山區興福里22鄰景華路147巷1弄1 ~ 30號
1697,住宅竊盜,1060917,19~21,台北市中山區林森北路119巷1 ~ 30號
1698,住宅竊盜,1060918,10~12,台北市萬華區莒光路300巷6弄1 ~ 30號
1699,住宅竊盜,1060919,10~12,台北市中山區合江街61巷1 ~ 30號
1700,住宅竊盜,1060919,19~21,台北市北投區建民里明德路67巷1 ~ 30號
1701,住宅竊盜,1060919,19~21,台北市大安區全安里安和路2段209巷1 ~ 30號
1702,住宅竊盜,1060920,13~15,台北市信義區永春里忠孝東路5段743巷21弄1 ~ 30號
1703,住宅竊盜,1060921,04~06,台北市萬華區長泰街211 ~ 240號
1704,住宅竊盜,1060922,13~15,台北市北投區尊賢里尊賢街224巷1 ~ 30號
1705,住宅竊盜,1060923,10~12,台北市士林區葫蘆里延平北路5段231巷1 ~ 30號
1706,住宅竊盜,1060926,13~15,台北市萬華區莒光路241 ~ 270號
1707,住宅竊盜,1060926,22~24,台北市士林區社新里社子街115巷1 ~ 30號
1708,住宅竊盜,1060928,01~03,台北市內湖區內湖路2段29巷11弄1 ~ 30號
1709,住宅竊盜,1060928,10~12,台北市中山區德惠街167巷1 ~ 30號
1710,住宅竊盜,1061001,01~03,台北市內湖區內湖路2段29巷11弄1 ~ 30號
1711,住宅竊盜,1061001,07~09,台北市中正區忠勤里中華路2段315巷1 ~ 30號
1712,住宅竊盜,1061001,16~18,台北市松山區八德路4段211 ~ 240號
1713,住宅竊盜,1061002,19~21,台北市萬華區洛陽街31 ~ 60號
1714,住宅竊盜,1061003,01~03,台北市文山區樟新里013鄰木新路3段243巷4弄1 ~ 30號
1715,住宅竊盜,1061003,01~03,台北市南港區九如里研究院路4段181 ~ 210號
1716,住宅竊盜,1061004,07~09,台北市萬華區武成街63巷12弄1 ~ 30號
1717,住宅竊盜,1061004,07~09,台北市信義區永吉里永吉路443巷11弄1 ~ 30號
1718,住宅竊盜,1061004,10~12,台北市信義區永吉里永吉路459巷7弄1 ~ 30號
1719,住宅竊盜,1061004,10~12,台北市萬華區大理街61 ~ 90號
1720,住宅竊盜,1061005,01~03,台北市士林區蘭雅里中山北路6段290巷29弄1 ~ 30號
1721,住宅竊盜,1061006,13~15,台北市士林區後港里承德路4段292巷11弄1 ~ 30號
1722,住宅竊盜,1061006,16~18,台北市中正區永功里汀州路1段331 ~ 360號
1723,住宅竊盜,1061006,19~21,台北市中正區螢圃里12鄰牯嶺街121 ~ 150號
1724,住宅竊盜,1061006,19~21,台北市士林區後港里承德路4段292巷11弄1 ~ 30號
1725,住宅竊盜,1061007,16~18,台北市北投區裕民里東華街1段361 ~ 390號
1726,住宅竊盜,1061010,16~18,台北市南港區九如里研究院路3段61 ~ 90號
1727,住宅竊盜,1061011,07~09,台北市中正區螢雪里重慶南路3段146巷1 ~ 30號
1728,住宅竊盜,1061011,13~15,台北市中正區水源里汀州路3段181 ~ 210號
1729,住宅竊盜,1061012,19~21,台北市士林區蘭雅里1鄰德行東路129巷1弄1 ~ 30號
1730,住宅竊盜,1061013,13~15,台北市內湖區成功路2段426巷61 ~ 90號
1731,住宅竊盜,1061014,16~18,台北市內湖區五分里10鄰東湖路160巷10弄31 ~ 60號
1732,住宅竊盜,1061015,07~09,台北市南港區興華路91 ~ 120號
1733,住宅竊盜,1061015,10~12,台北市大安區龍雲里9鄰大安路2段91 ~ 120號
1734,住宅竊盜,1061016,16~18,台北市松山區撫遠街421 ~ 450號
1735,住宅竊盜,1061017,07~09,台北市南港區九如里研究院路3段68巷1 ~ 30號
1736,住宅竊盜,1061017,10~12,台北市內湖區成功路5段61 ~ 90號
1737,住宅竊盜,1061017,13~15,台北市北投區清江里崇仁路1段136巷1弄1 ~ 30號
1738,住宅竊盜,1061017,13~15,台北市大安區車層里仁愛路4段345巷2弄1 ~ 30號
1739,住宅竊盜,1061017,19~21,台北市松山區新東街31 ~ 60號
1740,住宅竊盜,1061018,07~09,台北市內湖區安康路391 ~ 420號
1741,住宅竊盜,1061019,07~09,台北市中山區中山北路3段31 ~ 60號
1742,住宅竊盜,1061019,13~15,台北市士林區翠山里中社路2段79巷1 ~ 30號
1743,住宅竊盜,1061020,22~24,台北市南港區忠孝東路6段225巷1弄1 ~ 30號
1744,住宅竊盜,1061022,01~03,台北市士林區蘭雅里中山北路6段290巷7弄1 ~ 30號
1745,住宅竊盜,1061023,22~24,台北市南港區鴻福里玉成街201巷8弄1 ~ 30號
1746,住宅竊盜,1061025,16~18,台北市南港區三重里經貿二路151 ~ 180號
1747,住宅竊盜,1061027,01~03,台北市士林區蘭雅里士東路120巷22弄1 ~ 30號
1748,住宅竊盜,1061027,04~06,台北市內湖區週美里新明路380巷4弄1 ~ 30號
1749,住宅竊盜,1061101,22~24,台北市大同區哈密街68巷1 ~ 30號
1750,住宅竊盜,1061102,13~15,台北市士林區社子里社中街156巷31 ~ 60號
1751,住宅竊盜,1061104,07~09,台北市大同區大龍街89巷1 ~ 30號
1752,住宅竊盜,1061104,13~15,台北市士林區聖山里德行東路241 ~ 270號
1753,住宅竊盜,1061105,13~15,台北市南港區萬福里同德路31 ~ 60號
1754,住宅竊盜,1061105,16~18,台北市松山區寧安街9巷1 ~ 30號
1755,住宅竊盜,1061106,19~21,台北市文山區萬興里025鄰新光路1段121 ~ 150號
1756,住宅竊盜,1061107,04~06,台北市士林區聖山里忠誠路1段151 ~ 180號
1757,住宅竊盜,1061107,10~12,台北市文山區華興里002鄰試院路144巷4弄1 ~ 30號
1758,住宅竊盜,1061108,16~18,台北市北投區中庸里大同街211 ~ 240號
1759,住宅竊盜,1061110,07~09,台北市大安區信義路3段31 ~ 60號
1760,住宅竊盜,1061111,10~12,台北市大安區光武里市民大道4段31 ~ 60號
1761,住宅竊盜,1061113,10~12,台北市大同區建功里重慶北路1段83巷4弄31 ~ 60號
1762,住宅竊盜,1061113,10~12,台北市士林區三玉里忠誠路2段1 ~ 30號
1763,住宅竊盜,1061115,07~09,台北市內湖區內湖路1段47巷8弄31 ~ 60號
1764,住宅竊盜,1061115,16~18,台北市松山區南京東路5段123巷8弄1 ~ 30號
1765,住宅竊盜,1061115,16~18,台北市文山區木柵里029鄰木柵路3段91 ~ 120號
